Price,Close,High,Low,Open,Volume,SMA20,EMA20,RSI
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2023-09-28,168.71273803710938,170.03721192481018,165.678293523344,167.3783703364052,56294400,175.77547760009764,174.2336079408342,35.512500014930026
2023-09-29,169.22674560546875,171.06520035560507,168.36681324873706,170.02736032081233,51861100,174.95212783813477,173.7567639053441,33.82301840562985
2023-10-02,171.73727416992188,172.28090596787308,168.94993390517055,169.23658298137698,52164500,174.17572555541992,173.5644315482939,44.831681730916046
2023-10-03,170.4029083251953,171.61867083541966,168.84122435442626,170.2645306917589,49594600,173.32074432373048,173.26333409663974,46.21804015072488
2023-10-04,171.6483612060547,172.19199313339385,168.98951921036945,169.10812432832188,53020300,172.8636032104492,173.10952715383107,45.60443109623175
2023-10-05,172.88388061523438,173.41761872545223,170.67970163713667,171.77684421895017,48527900,172.73263854980468,173.08803700719082,49.7932715574096
2023-10-06,175.43399047851562,175.92819856079907,171.17390414032383,171.78673241813826,57266700,172.69853820800782,173.31146114832558,48.991626072686465
2023-10-09,176.9166259765625,176.97592853708252,173.7635757979471,174.76187075811515,42390800,172.68025436401368,173.6548101809886,49.83474748995439
2023-10-10,176.32354736328125,177.6381425852869,175.88864186643335,176.03691333055846,43698000,172.78354263305664,173.90897562786046,56.83312866296902
2023-10-11,177.7172393798828,177.7666632072918,175.54272671219826,176.13576739500243,47551100,173.05980529785157,174.27166741498,63.9296950443051
2023-10-12,178.61668395996094,180.227791982292,176.96601576479657,177.98409824545533,56743100,173.30542678833007,174.68547851575377,64.01511884417299
2023-10-13,176.77822875976562,179.82253713140665,176.07644667980117,179.31845034069394,51427100,173.4952033996582,174.88478806334803,56.38540771065952
2023-10-16,176.64974975585938,177.00558020178707,174.46534325240765,174.70256857703768,52517000,173.53227005004882,175.05287965352724,69.09597089021382
2023-10-17,175.097900390625,176.35319301979084,172.7751316803463,174.60369235668924,57549400,173.4373809814453,175.05716734278425,68.94011911433515
2023-10-18,173.80307006835938,175.52291937992672,173.08153059369246,173.54608733160953,54764400,173.45467681884764,174.93772950688265,63.703987301629034
2023-10-19,173.42750549316406,175.77992569036093,173.16062890788183,174.0007735918687,59302900,173.53029022216796,174.79389864816946,61.39405061373689
2023-10-20,170.8773956298828,173.3879661145723,170.64017031492207,173.27923973046956,64244000,173.43589782714844,174.42089836009467,47.672681168099054
2023-10-23,170.99598693847656,171.99428177951037,167.96154224302492,168.93020088937016,55980100,173.2836814880371,174.09471631945087,51.718290233137175
2023-10-24,171.43089294433594,171.65822442721412,169.4639394511676,171.045411263789,43816600,173.35682373046876,173.84101885480962,49.338892352452206
2023-10-25,169.11801147460938,171.0552987076063,168.67321213575732,169.88897487497013,57157000,173.3899368286133,173.39120862757107,39.25549458682414
2023-10-26,164.95677185058594,169.39476582537458,163.75090293239452,168.3964558542296,70625300,173.2021385192871,172.5879289336317,22.62397723910975
2023-10-27,166.27137756347656,167.00281099505466,164.89747962237493,164.97655472973753,58499100,173.0543701171875,171.98635261205936,21.938524731933626
